ticker,name,sector,industry,mcap,exch
RACE.MI,Ferrari N.V.,Consumer Cyclical,Auto Manufacturers,67226042935.0,MIL
RAL,Ralliant Corporation,Information Technology,Electronic Equipment & Instruments,7751370752.0,NYQ
RAMP,"LiveRamp Holdings, Inc.",Technology,Software - Infrastructure,2302585600.0,NYQ
RAT.L,Rathbones Group Plc,Financial Services,Asset Management,2341954411.0,LSE
RBA,RB Global Inc.,Industrials,Diversified Support Services,20144617472.0,NYQ
RBBN,Ribbon Communications Inc.,Technology,EDP Services,408642635.0,
RBC,RBC Bearings Incorporated,Industrials,Industrial Machinery & Supplies & Components,18838540288.0,NYQ
RC,Ready Capital Corporation,Real Estate,Real Estate Investment Trusts,272652717.0,
RCL,Royal Caribbean Cruises Ltd.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",76534800384.0,NYQ
RCP.L,RIT Capital Partners Ord,Financial Services,Asset Management,4547653654.0,LSE
RCUS,Arcus Biosciences Inc.,Health Care,Biotechnology,3637359872.0,NYQ
RDN,Radian Group Inc.,Financials,Property & Casualty Insurance,5031781376.0,NYQ
RDNT,RadNet Inc.,Health Care,Health Care Services,5158406144.0,NGM
REC.MI,Recordati Industria Chimica e Farmaceutica S.p.A.,Healthcare,Drug Manufacturers - General,11965668895.0,MIL
RED.MC,"Redeia Corporación, S.A.",Utilities,Utilities - Regulated Electric,9503061283.0,BME
REG,Regency Centers Corporation,Real Estate,Retail REITs,14883763200.0,NMS
REGN,Regeneron Pharmaceuticals Inc.,Health Care,Biotechnology,69667635200.0,NMS
REL.L,RELX PLC,Industrials,Specialty Business Services,58912522340.0,LSE
RELY,Remitly Global Inc.,Financials,Transaction & Payment Processing Services,5005036544.0,NMS
REP.MC,"Repsol, S.A.",Energy,Oil & Gas Integrated,30158572575.0,BME
RES,RPC Inc.,Energy,Oil & Gas Equipment & Services,1252254333.0,
REX,REX American Resources Corporation,Energy,Oil & Gas Refining & Marketing,1551366518.0,
REXR,Rexford Industrial Realty Inc.,Real Estate,Industrial REITs,7894155264.0,NYQ
REYN,Reynolds Consumer Products Inc.,Consumer Staples,Household Products,5536859136.0,NMS
REZI,Resideo Technologies Inc.,Industrials,Trading Companies & Distributors,5139406848.0,NYQ
RF,Regions Financial Corporation,Financial Services,Banks - Regional,26471833600.0,NYQ
RGEN,Repligen Corporation,Health Care,Biotechnology,8136252928.0,NMS
RH,RH,Consumer Discretionary,Homefurnishing Retail,3129450496.0,NYQ
RHI,Robert Half Inc.,Industrials,Human Resource & Employment Services,3314312448.0,NYQ
RHIM.L,RHI Magnesita N.V.,Industrials,Metal Fabrication,1922412700.0,LSE
RHM.DE,Rheinmetall AG,Industrials,Aerospace & Defense,51329349204.0,XETR
RHP,Ryman Hospitality Properties Inc. (REIT),Real Estate,Hotel & Resort REITs,7933466624.0,NYQ
RI.PA,Pernod Ricard SA,Consumer Defensive,Beverages - Wineries & Distilleries,19032880131.0,PAR
RICA.L,Ruffer Investment Company Limited,Financial Services,Asset Management,1160566689.0,LSE
RIG,Transocean Ltd (Switzerland),Energy,Oil & Gas Production,5755153408.0,NYQ
RIO.L,Rio Tinto Group,Basic Materials,Other Industrial Metals & Mining,147663874114.0,LSE
RITM,Rithm Capital Corp.,Financials,Mortgage REITs,5125255168.0,NYQ
RJF,Raymond James Financial Inc.,Financials,Investment Banking & Brokerage,32763736064.0,NYQ
RKLB,Rocket Lab Corporation,Industrials,Military/Government/Technical,50635313152.0,NMS
RKT.L,Reckitt Benckiser Group plc,Consumer Defensive,Household & Personal Products,43557377981.0,LSE
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",23503003648.0,NYQ
RLI,RLI Corp. Common Stock (DE),Financials,Property & Casualty Insurance,5576059904.0,NYQ
RMBS,"Rambus, Inc.",Information Technology,Semiconductors,12122153984.0,NMS
RMD,ResMed Inc.,Health Care,Health Care Equipment,29572644864.0,NYQ
RMS.PA,Hermès International Société en commandite par actions,Consumer Cyclical,Luxury Goods,204446364108.0,PAR
RMV.L,Rightmove plc,Communication Services,Internet Content & Information,4546769172.0,LSE
RNG,RingCentral Inc. Class A,Information Technology,Application Software,3502774016.0,NYQ
RNK.L,The Rank Group Plc,Consumer Cyclical,Gambling,606358775.0,LSE
RNO.PA,Renault SA,Consumer Cyclical,Auto Manufacturers,8917399458.0,PAR
RNR,RenaissanceRe Holdings Ltd.,Financials,Reinsurance,13428980736.0,NYQ
RNST,Renasant Corporation,Financials,Regional Banks,3923410688.0,NYQ
ROCK,Gibraltar Industries Inc.,Industrials,Building Products,1252326220.0,
ROG,Rogers Corporation,Information Technology,Electronic Components,2454530816.0,NYQ
ROIV,Roivant Sciences Ltd.,Healthcare,Biotechnology,25872156672.0,NMS
ROK,Rockwell Automation Inc.,Industrials,Electrical Components & Equipment,52534657024.0,NYQ
ROKU,"Roku, Inc.",Communication Services,Entertainment,20870258688.0,NMS
ROL,Rollins Inc.,Industrials,Environmental & Facilities Services,21410689024.0,NYQ
ROP,Roper Technologies Inc.,Information Technology,Electronic Equipment & Instruments,35916488704.0,NMS
ROR.L,Rotork plc,Industrials,Specialty Industrial Machinery,5314369148.0,LSE
ROSE.L,Rosebank Industries plc,Financial Services,Asset Management,4020786774.0,LSE
ROST,Ross Stores Inc.,Consumer Discretionary,Apparel Retail,71495688192.0,NMS
ROVI.MC,"Laboratorios Farmaceuticos Rovi, S.A.",Healthcare,Drug Manufacturers - Specialty & Generic,3142310483.0,BME
RPD,Rapid7 Inc.,Technology,Computer Software: Prepackaged Software,746498003.0,
RPI.L,Raspberry Pi Holdings plc,Technology,Electronic Components,1896729770.0,LSE
RR.L,Rolls-Royce Holdings plc,Industrials,Aerospace & Defense,153640447725.0,LSE
RRC,Range Resources Corporation,Energy,Oil & Gas Exploration & Production,8362234368.0,NYQ
RRR,Red Rock Resorts Inc. Class A,Consumer Discretionary,Casinos & Gaming,6505948160.0,NMS
RS1.L,RS Group plc,Industrials,Industrial Distribution,4161477114.0,LSE
RSG,Republic Services Inc.,Industrials,Environmental & Facilities Services,67439968256.0,NYQ
RSW.L,Renishaw plc,Technology,Scientific & Technical Instruments,4792815371.0,LSE
RTO.L,Rentokil Initial plc,Industrials,Specialty Business Services,15231654708.0,LSE
RTW.L,RTW Biotech Opportunities Ltd,Financial Services,Asset Management,783483648.0,LSE
RTX,RTX Corporation,Industrials,Aerospace & Defense,263855669248.0,NYQ
RUN,Sunrun Inc.,Industrials,Building Products,2974709504.0,NMS
RUSHA,Rush Enterprises Inc. Common Stock Cl A,Industrials,Construction Machinery & Heavy Transportation Equipment,5865723904.0,NMS
RVTY,Revvity Inc.,Health Care,Health Care Equipment,12527047680.0,NYQ
RWE.DE,RWE Aktiengesellschaft,Utilities,Utilities - Diversified,45393823207.0,XETR
RWT,Redwood Trust Inc.,Real Estate,Real Estate Investment Trusts,638600259.0,
RXO,RXO Inc.,Industrials,Cargo Ground Transportation,4329158656.0,NYQ
RY.TO,Royal Bank of Canada,Financial Services,Banks - Diversified,300426898782.0,TSX
RYAM,Rayonier Advanced Materials Inc.,Basic Materials,Paper,492975793.0,
RYAN,Ryan Specialty Holdings Inc. Class A,Financials,Insurance Brokers,10667311104.0,NYQ
SAB.MC,"Banco de Sabadell, S.A.",Financial Services,Banks - Diversified,17687226921.0,BME
SABR,Sabre Corporation,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",731329555.0,
SAF.PA,Safran SA,Industrials,Aerospace & Defense,156045439430.0,PAR
SAFE,Safehold Inc. New,Real Estate,Other Specialized REITs,1153637132.0,
SAFE.L,Safestore Holdings Plc,Real Estate,REIT - Industrial,1799124773.0,LSE
SAFT,Safety Insurance Group Inc.,Financials,Property & Casualty Insurance,1109333439.0,
SAGA.L,Saga plc,Financial Services,Insurance - Diversified,1290575478.0,LSE
SAH,"Sonic Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,2987852032.0,NYQ
SAIA,Saia Inc.,Industrials,Cargo Ground Transportation,11194620928.0,NMS
SAIC,Science Applications International Corporation,Industrials,Diversified Support Services,4761215488.0,NMS
SAIL,SailPoint Inc.,Technology,Computer Software: Prepackaged Software,7776078848.0,NMS
SAIN.L,Scottish American Ord,,,1082623760.0,LSE
SAN.MC,"Banco Santander, S.A.",Financial Services,Banks - Diversified,195634396232.0,BME
SAN.PA,Sanofi,Healthcare,Drug Manufacturers - General,105364186175.0,PAR
SANM,Sanmina Corporation,Information Technology,Electronic Manufacturing Services,11190671360.0,NMS
SAP.DE,SAP SE,Technology,Software - Application,183870515097.0,XETR
SAP.TO,Saputo Inc.,Consumer Defensive,Packaged Foods,12195175369.0,TSX
SARO,StandardAero Inc.,Industrials,Aerospace & Defense,9285942272.0,NYQ
SATS,EchoStar Corporation,Communication Services,Telecom Services,30115971072.0,
SBAC,SBA Communications Corporation Class A,Real Estate,Telecom Tower REITs,20155154432.0,NMS
SBCF,Seacoast Banking Corporation of Florida,Financials,Regional Banks,3201363456.0,NMS
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.),Consumer Discretionary,Specialty Stores,1458795751.0,
SBRA,Sabra Health Care REIT Inc.,Real Estate,Health Care REITs,4947970048.0,NMS
SBRY.L,J Sainsbury plc,Consumer Defensive,Grocery Stores,10424410027.0,LSE
SBSI,Southside Bancshares Inc.,Financials,Regional Banks,1021971273.0,
SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants,120819597312.0,NMS
SCHL,Scholastic Corporation,Consumer Discretionary,Publishing,989930379.0,
SCHW,Charles Schwab Corporation (The),Financials,Investment Banking & Brokerage,179339657216.0,NYQ
SCL,Stepan Company,Materials,Specialty Chemicals,1284892682.0,
SCOR,comScore Inc.,Consumer Discretionary,Business Services,112448035.0,
SCSC,ScanSource Inc.,Information Technology,Technology Distributors,1078825999.0,
SCT.L,Softcat plc,Technology,Electronics & Computer Distribution,4995549848.0,LSE
SCVL,Shoe Station Group Inc.,Consumer Cyclical,Apparel Retail,473247296.0,
SCYR.MC,"Sacyr, S.A.",Industrials,Engineering & Construction,4333498443.0,BME
SDGR,Schrodinger Inc.,Health Care,Health Care Services,1232144739.0,
SDLF.L,Standard Life plc,Financial Services,Insurance - Life,12147693422.0,LSE
SDP.L,Schroder AsiaPacific Ord,,,1371503493.0,LSE
SDR.L,Schroders plc,Financial Services,Asset Management,12350225830.0,LSE
SEDG,"SolarEdge Technologies, Inc.",Technology,Solar,3355948288.0,NMS
SEIT.L,SDCL Efficiency Income Trust plc.,,,565078991.0,LSE
SEM,Select Medical Holdings Corp,Healthcare,Medical Care Facilities,2046298112.0,
SEQI.L,Sequoia Economic Infrastructure Income Fund Limited,Financial Services,Asset Management,1664189777.0,LSE
SES,SES AI Corporation Class A,Miscellaneous,Industrial Machinery/Components,284532832.0,
SEZL,Sezzle Inc.,Financials,Transaction & Payment Processing Services,6032014848.0,NCM
SFBS,ServisFirst Bancshares Inc.,Financials,Regional Banks,4665472000.0,NYQ
SFIX,Stitch Fix Inc. Class A,Consumer Discretionary,Catalog/Specialty Distribution,474996047.0,
SFM,Sprouts Farmers Market Inc.,Consumer Staples,Food Retail,7604422656.0,NMS
SFNC,Simmons First National Corporation Class A,Financials,Regional Banks,3316167936.0,NMS
SGE.L,The Sage Group plc,Technology,Software - Application,10276185893.0,LSE
SGLN.L,iShares Physical Gold ETC,,,,LSE
SGMT,Sagimet Biosciences Inc. Series A,Health Care,Biotechnology: Pharmaceutical Preparations,455110818.0,
SGO.PA,Compagnie de Saint-Gobain S.A.,Industrials,Building Products & Equipment,42946425627.0,PAR
SGRO.L,SEGRO Plc,Real Estate,REIT - Industrial,16110107095.0,LSE
SHAK,Shake Shack Inc. Class A,Consumer Discretionary,Restaurants,2506996992.0,NYQ
SHAW.L,Shawbrook Group PLC,Financial Services,Banks - Regional,2478034407.0,LSE
SHC,Sotera Health Company,Healthcare,Diagnostics & Research,5252776448.0,NMS
SHC.L,Shaftesbury Capital PLC,Real Estate,REIT - Retail,3472189549.0,LSE
SHEL.L,Shell plc,Energy,Oil & Gas Integrated,235901123835.0,LSE
SHEN,Shenandoah Telecommunications Co,Communication Services,Wireless Telecommunication Services,703142633.0,
SHL.DE,Siemens Healthineers AG,Healthcare,Medical Devices,45024067807.0,XETR
SHMD,SCHMID Group N.V. Class A,Technology,Industrial Machinery/Components,289186481.0,
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,Real Estate,Hotel & Resort REITs,2090188032.0,NYQ
SHOO,Steven Madden Ltd.,Consumer Discretionary,Footwear,3070319104.0,NMS
SHOP,Shopify Inc. Class A Subordinate Voting Shares,Technology,Computer Software: Prepackaged Software,159014600704.0,NMS
SHOP.TO,Shopify Inc.,Technology,Software - Application,164852786684.0,TSX
SHW,Sherwin-Williams Company (The),Materials,Specialty Chemicals,82373828608.0,NYQ
SIE.DE,Siemens Aktiengesellschaft,Industrials,Specialty Industrial Machinery,236241016925.0,XETR
SIG,Signet Jewelers Limited Common Shares,Consumer Discretionary,Specialty Stores,3316287488.0,NYQ
SIGI,Selective Insurance Group Inc.,Financials,Property & Casualty Insurance,5743283200.0,NMS
SIRI,SiriusXM Holdings Inc.,Communication Services,Entertainment,10239978496.0,NMS
SITM,SiTime Corporation,Information Technology,Semiconductors,18840225792.0,NGM
SJM,The J.M. Smucker Company,Consumer Staples,Packaged Foods & Meats,11927884800.0,NYQ
SKT,Tanger Inc.,Real Estate,Retail REITs,4737320960.0,NYQ
SKY,Champion Homes Inc.,Consumer Discretionary,Homebuilding,4459062784.0,NYQ
SKYW,SkyWest Inc.,Industrials,Passenger Airlines,3954923264.0,NMS
SLB,SLB Limited Common Shares,Energy,Oil & Gas Equipment & Services,71403954176.0,NYQ
SLF.TO,Sun Life Financial Inc.,Financial Services,Insurance - Diversified,45233021198.0,TSX
SLG,SL Green Realty Corp,Real Estate,Office REITs,3748496384.0,NYQ
SLM,SLM Corporation,Financials,Consumer Finance,4707280896.0,NMS
SLR.MC,"Solaria Energía y Medio Ambiente, S.A.",Utilities,Utilities - Renewable,2765065472.0,BME
SLV,iShares Silver Trust,,,28194189312.0,
SLVM,Sylvamo Corporation,Materials,Paper Products,1556861808.0,
SM,SM Energy Company,Energy,Oil & Gas Exploration & Production,6667411456.0,NYQ
SMCI,Super Micro Computer Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",18312974336.0,NMS
SMIN.L,Smiths Group plc,Industrials,Specialty Industrial Machinery,10185245896.0,LSE
SMP,Standard Motor Products Inc.,Consumer Discretionary,Automotive Parts & Equipment,834205064.0,
SMPL,The Simply Good Foods Company,Consumer Staples,Packaged Foods & Meats,1155544836.0,
SMT.L,Scottish Mortgage Ord,,,20520050408.0,LSE
SMTC,Semtech Corporation,Information Technology,Semiconductors,12680669184.0,NMS
SMWH.L,WH Smith PLC,Consumer Cyclical,Specialty Retail,831156095.0,LSE
SN,SharkNinja Inc.,Consumer Discretionary,Household Appliances,21603086336.0,NYQ
SN.L,Smith & Nephew plc,Healthcare,Medical Devices,13206631321.0,LSE
SNA,Snap-On Incorporated,Industrials,Industrial Machinery & Supplies & Components,20821262336.0,NYQ
SNDK,Sandisk Corporation,Information Technology,"Technology Hardware, Storage & Peripherals",283728150528.0,NMS
SNDL,SNDL Inc. Common Shares,Health Care,Medicinal Chemicals and Botanical Products,340993000.0,
SNDR,"Schneider National, Inc.",Industrials,Trucking,6374524928.0,NYQ
SNEX,StoneX Group Inc.,Financials,Investment Banking & Brokerage,9329485824.0,NMS
SNPS,Synopsys Inc.,Information Technology,Application Software,85304041472.0,NMS
SNR.L,Senior plc,Industrials,Aerospace & Defense,1609274951.0,LSE
SNX,TD SYNNEX Corporation,Information Technology,Technology Distributors,20111224832.0,NYQ
SO,Southern Company (The),Utilities,Electric Utilities,107781259264.0,NYQ
SOFI,SoFi Technologies Inc.,Finance,Finance: Consumer Services,24089880576.0,NMS
SOI.L,Schroder Oriental Income Ord,,,1295936254.0,LSE
SOLS,Solstice Advanced Materials Inc.,Materials,Specialty Chemicals,9737028608.0,NMS
SOLV,Solventum Corporation,Health Care,Health Care Technology,13282500608.0,NYQ
SONO,Sonos Inc.,Consumer Discretionary,Consumer Electronics,1727365730.0,
SPCE,Virgin Galactic Holdings Inc.,Consumer Discretionary,Transportation Services,276065283.0,
SPG,Simon Property Group Inc.,Real Estate,Retail REITs,83128139776.0,NYQ
SPGI,S&P Global Inc.,Financials,Financial Exchanges & Data,127428001792.0,NYQ
SPHR,Sphere Entertainment Co. Class A,Communication Services,Movies & Entertainment,5304404480.0,NYQ
SPI.L,Spire Healthcare Group plc,Healthcare,Medical Care Facilities,1181720223.0,LSE
SPM.MI,Saipem SpA,Energy,Oil & Gas Equipment & Services,9395053297.0,MIL
SPNT,SiriusPoint Ltd.,Financial Services,Insurance - Reinsurance,2897413376.0,NYQ
SPSC,SPS Commerce Inc.,Information Technology,Application Software,2233967872.0,NMS
SPWR,SunPower Inc.,Technology,Semiconductors,96331540.0,
SPX.L,Spirax Group plc,Industrials,Specialty Industrial Machinery,6888543238.0,LSE
SPXC,SPX Technologies Inc.,Industrials,Industrial Machinery & Supplies & Components,11007756288.0,NYQ
SPY,State Street SPDR S&P 500 ETF Trust,,,781188857856.0,
SRE,DBA Sempra,Utilities,Multi-Utilities,61579235328.0,NYQ
SRE.L,Sirius Real Estate Limited,Real Estate,Real Estate Services,2071218213.0,LSE
SRG.MI,Snam S.p.A.,Utilities,Utilities - Regulated Gas,23498218579.0,MIL
SRP.L,Serco Group plc,Industrials,Specialty Business Services,3004273701.0,LSE
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),Health Care,Biotechnology,2000669568.0,NMS
SSB,SouthState Bank Corporation,Financials,Regional Banks,9735549952.0,NYQ
SSD,Simpson Manufacturing Company Inc.,Industrials,Building Products,7766915584.0,NYQ
SSE.L,SSE plc,Utilities,Utilities - Diversified,39467767071.0,LSE
SSIT.L,Seraphim Space Investment Trust Ord,,,504813778.0,LSE
SSLN.L,iShares Physical Silver ETC,,,,LSE
SSPG.L,SSP Group plc,Consumer Cyclical,Restaurants,1931851665.0,LSE
ST,Sensata Technologies Holding plc,Industrials,Electrical Components & Equipment,6590980608.0,NYQ
STAA,STAAR Surgical Company,Health Care,Health Care Equipment,1382128621.0,
STAG,"Stag Industrial, Inc.",Real Estate,REIT - Industrial,7609068032.0,NYQ
STAN.L,Standard Chartered PLC,Financial Services,Banks - Diversified,62360737407.0,LSE
STBA,S&T Bancorp Inc.,Financials,Regional Banks,1753873193.0,
STC,Stewart Information Services Corporation,Financials,Property & Casualty Insurance,2083038080.0,NYQ
STE,STERIS plc (Ireland),Health Care,Health Care Equipment,21050859520.0,NYQ
STEL,"Stellar Bancorp, Inc.",,,2002201728.0,
STEP,StepStone Group Inc. Class A,Financials,Asset Management & Custody Banks,5414511104.0,NMS
STEX,Streamex Corp.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,95682572.0,
STJ.L,St. James's Place plc,Financial Services,Asset Management,7607462526.0,LSE
STLAM.MI,Stellantis N.V.,Consumer Cyclical,Auto Manufacturers,17404939167.0,MIL
STLAP.PA,Stellantis N.V.,Consumer Cyclical,Auto Manufacturers,17398308943.0,PAR
STLD,Steel Dynamics Inc.,Materials,Steel,32941084672.0,NMS
STMMI.MI,STMicroelectronics N.V.,Technology,Semiconductors,57203402394.0,MIL
STMPA.PA,STMicroelectronics N.V.,Technology,Semiconductors,57162564241.0,PAR
STRA,Strategic Education Inc.,Consumer Discretionary,Education Services,1903554680.0,
STRL,Sterling Infrastructure Inc.,Industrials,Construction & Engineering,20936718336.0,NMS
STRO,Sutro Biopharma Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),492639151.0,
STT,State Street Corporation,Financial Services,Asset Management,49878958080.0,NYQ
STTK,Shattuck Labs Inc.,Health Care,Biotechnology: Pharmaceutical Preparations,509158633.0,
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,Financials,Mortgage REITs,6328999936.0,NYQ
STX,Seagate Technology Holdings PLC,Technology,Computer Hardware,204124618752.0,NMS
STZ,Constellation Brands Inc.,Consumer Staples,Distillers & Vintners,22898030592.0,NYQ
SU.PA,Schneider Electric S.E.,Industrials,Specialty Industrial Machinery,170494946949.0,PAR
SU.TO,Suncor Energy Inc.,Energy,Oil & Gas Integrated,72042368215.0,TSX
SUPN,Supernus Pharmaceuticals Inc.,Health Care,Pharmaceuticals,2812604672.0,NGM
SUPR.L,Supermarket Income REIT plc,Real Estate,REIT - Retail,1435256594.0,LSE
SVS.L,Savills plc,Real Estate,Real Estate Services,1765499774.0,LSE
SVT.L,Severn Trent PLC,Utilities,Utilities - Regulated Water,12114161010.0,LSE
SVU,SUPERVALU INC.,,,,
SW,Smurfit WestRock plc,Materials,Paper & Plastic Packaging Products & Materials,23197044736.0,NYQ
SWK,Stanley Black & Decker Inc.,Industrials,Industrial Machinery & Supplies & Components,13714290688.0,NYQ
SWKS,Skyworks Solutions Inc.,Information Technology,Semiconductors,9081512960.0,NMS
SWMR,Swarmer Inc,Technology,Computer Software: Prepackaged Software,470830752.0,
SWX,"Southwest Gas Holdings, Inc.",Utilities,Utilities - Regulated Gas,6599140864.0,NYQ
SXI,Standex International Corporation,Industrials,Industrial Machinery & Supplies & Components,3823226880.0,NYQ
SXT,Sensient Technologies Corporation,Materials,Specialty Chemicals,4931188224.0,NYQ
SY1.DE,Symrise AG,Basic Materials,Specialty Chemicals,14303446919.0,XETR
SYF,Synchrony Financial,Financials,Consumer Finance,24366661632.0,NYQ
SYK,Stryker Corporation,Health Care,Health Care Equipment,126424711168.0,NYQ
SYNC.L,Syncona Limited,Financial Services,Asset Management,876571266.0,LSE
SYY,Sysco Corporation,Consumer Staples,Food Distributors,40086048768.0,NYQ
T,AT&T Inc.,Communication Services,Integrated Telecommunication Services,146818383872.0,NYQ
T.TO,TELUS Corporation,Communication Services,Telecom Services,16557134159.0,TSX
TALO,Talos Energy Inc.,Energy,Oil & Gas Exploration & Production,2253498624.0,NYQ
TAP,Molson Coors Beverage Company Class B,Consumer Staples,Brewers,7346386432.0,NYQ
TATE.L,Tate & Lyle plc,Consumer Defensive,Packaged Foods,3353213691.0,LSE
TBBK,The Bancorp Inc,Financials,Regional Banks,2768690176.0,NMS
TBCG.L,TBC Bank Group PLC,Financial Services,Banks - Regional,3507882307.0,LSE
TCAP.L,TP ICAP Group PLC,Financial Services,Capital Markets,3451434033.0,LSE
TCBI,Texas Capital Bancshares Inc.,Financials,Regional Banks,4470157312.0,NMS
TD,Toronto Dominion Bank (The),Finance,Commercial Banks,199121698816.0,NYQ
TD.TO,The Toronto-Dominion Bank,Financial Services,Banks - Diversified,203972565550.0,TSX
TDC,Teradata Corporation,Information Technology,IT Consulting & Other Services,3174934272.0,NYQ
TDG,Transdigm Group Incorporated,Industrials,Aerospace & Defense,72229830656.0,NYQ
TDS,Telephone and Data Systems Inc. Common Shares,Communication Services,Integrated Telecommunication Services,3886839040.0,NYQ
TDW,Tidewater Inc.,Energy,Oil & Gas Equipment & Services,3648738048.0,NYQ
TDY,Teledyne Technologies Incorporated,Information Technology,Electronic Equipment & Instruments,29400469504.0,NYQ
TECH,Bio-Techne Corp,Health Care,Life Sciences Tools & Services,11109300224.0,NMS
TEF.MC,"Telefónica, S.A.",Communication Services,Telecom Services,23203194093.0,BME
TEL,TE Connectivity plc,Information Technology,Electronic Manufacturing Services,58484244480.0,NYQ
TEM.L,Templeton Emerging Mkts Invmt Tr TEMIT,,,3641646096.0,LSE
TEN.MI,Tenaris S.A.,Energy,Oil & Gas Equipment & Services,28313811905.0,MIL
TEP.L,Telecom Plus Plc,Utilities,Utilities - Diversified,919558334.0,LSE
TEP.PA,Teleperformance SE,Industrials,Specialty Business Services,3614395589.0,PAR
TER,Teradyne Inc.,Information Technology,Semiconductor Materials & Equipment,56292560896.0,NMS
TFC,Truist Financial Corporation,Financial Services,Banks - Regional,64374579200.0,NYQ
TFIF.L,TwentyFour Income Fund Limited,Financial Services,Asset Management,1324113322.0,LSE
TFIN,Triumph Financial Inc.,Financials,Regional Banks,1867362485.0,
TFX,Teleflex Incorporated,Health Care,Health Care Equipment,6008795648.0,NYQ
TGT,Target Corporation,Consumer Defensive,Discount Stores,61379387392.0,NYQ
TGTX,"TG Therapeutics, Inc.",Healthcare,Biotechnology,8744134656.0,NCM
THC,Tenet Healthcare Corporation,Health Care,Health Care Facilities,17593483264.0,NYQ
THG.L,THG Plc,Consumer Cyclical,Internet Retail,679713945.0,LSE
THRL.L,Target Healthcare REIT Ord,,,945728333.0,LSE
THRM,Gentherm Inc,Consumer Discretionary,Automotive Parts & Equipment,1098809001.0,
TILE,Interface Inc.,Industrials,Office Services & Supplies,1930948946.0,
TIME,Clockwise U.S. Core Equity ETF,,,14645286.0,
TIT.MI,Telecom Italia S.p.A.,Communication Services,Telecom Services,18933884869.0,MIL
TITN,Titan Machinery Inc.,Consumer Discretionary,Other Specialty Stores,425730829.0,
TJX,TJX Companies Inc. (The),Consumer Discretionary,Apparel Retail,167185956864.0,NYQ
TKO,TKO Group Holdings Inc. Class A,Communication Services,Movies & Entertainment,35243687936.0,NYQ
TLN,Talen Energy Corporation,Utilities,Independent Power Producers & Energy Traders,18439311360.0,NMS
TMC,TMC the metals company Inc.,Basic Materials,Metal Mining,1823860991.0,
TMDX,TransMedics Group Inc.,Health Care,Health Care Equipment,2461773824.0,NGM
TMHC,Taylor Morrison Home Corporatio,Consumer Cyclical,Residential Construction,6610196480.0,NYQ
TMO,Thermo Fisher Scientific Inc,Health Care,Life Sciences Tools & Services,195863085056.0,NYQ
TMP,Tompkins Financial Corporation,Financials,Regional Banks,1315751443.0,
TMPL.L,Temple Bar Ord,,,1654860294.0,LSE
TMUS,T-Mobile US Inc.,Communication Services,Wireless Telecommunication Services,203032412160.0,NMS
TNC,Tennant Company,Industrials,Industrial Machinery & Supplies & Components,1457678152.0,
TNDM,Tandem Diabetes Care Inc.,Health Care,Health Care Equipment,1056033261.0,
TOI,The Oncology Institute Inc.,Health Care,Medical/Nursing Services,588899475.0,
TOU.TO,Tourmaline Oil Corp.,Energy,Oil & Gas E&P,17145289179.0,TSX
TPK.L,Travis Perkins plc,Industrials,Industrial Distribution,1603639434.0,LSE
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,27439409152.0,NYQ
TPR,Tapestry Inc.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",28433752064.0,NYQ
TR,Tootsie Roll Industries Inc.,Consumer Staples,Packaged Foods & Meats,2868532480.0,NYQ
TREE,LendingTree Inc.,Finance,Finance: Consumer Services,632071715.0,
TREX,Trex Company Inc.,Industrials,Building Products,4899864064.0,NYQ
TRGP,"Targa Resources, Inc.",Energy,Oil & Gas Midstream,58672914432.0,NYQ
TRI,Thomson Reuters Corp,Consumer Discretionary,Publishing,39135707136.0,NMS
TRI.TO,Thomson Reuters Corporation,Industrials,Specialty Business Services,43415279103.0,TSX
TRIG.L,The Renewables Infrastructure Group Limited,Utilities,Utilities - Renewable,2332068205.0,LSE
TRIP,TripAdvisor Inc.,Communication Services,Interactive Media & Services,1626729143.0,
TRMB,Trimble Inc.,Information Technology,Application Software,12312950784.0,NMS
TRMK,Trustmark Corporation,Financials,Regional Banks,2711678720.0,NMS
TRN,Trinity Industries Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,2837551360.0,NYQ
TRN.L,Trainline plc,Consumer Cyclical,Travel Services,1060291175.0,LSE
TRN.MI,Terna S.p.A.,Utilities,Utilities - Regulated Electric,23098382886.0,MIL
TRNO,Terreno Realty Corporation,Real Estate,Industrial REITs,7336786432.0,NYQ
